情感值,Likert量值,句平均情感值,Likert量值,内容
20.12,2,10.06,1,肥皂用起来真的很不错。已经用完没有图片。
21,2,21,2,有百部，效果不错，正在试验中，听说还不错。
23.6,2,23.6,2,很好用，洗后感觉特别好，谢谢卖家。
27.2,3,13.6,1,便宜，一直信赖京东！比其他地上好多了，今天拍明天到都是！
7.8,1,7.8,1,用了几天，好像有点效果，手臂上的毛囊炎症有好转
0,0,0,0,可以！！！！！！！！！
-2,0,-2,0,还在用 没有不良反应，本人后背出油严重
24.2,2,12.1,1,用了几天才来评价，感觉效果还不错！用完继续购买
3,0,3,0,效果还需等待
6,1,6,1,还行吧，感觉
0,0,0,0,没用
14,1,7,1,已经购买过一次，但效果不是很明显，继续使用希望使出效果！以后再追加！
9,1,9,1,买了二次，还不错
-19.5,-2,-19.5,-2,没有收到商品，居然网上显示订单已完成，太恶心了
-1.6,0,-1.6,0,用了几天，感觉还是有些效果的，脸上的豆子少了一些。。。
-2.31,0,-2.31,0,质量一班，没见有太大效果
-1.6,0,-0.8,0,不知道管不管用，刚用。还送了一个小浴花。
9.9,1,4.95,0,感觉还行吧！  还在用，效果还不是很明显！
14,1,7,1,还没有用。希望有效果。
-7,-1,-3.5,0,秒杀。冲品牌买的，一买三块，待患者反馈
3.6,0,3.6,0,用了一段时间确实有效果少了
8.4,1,8.4,1,用过后很好，民族品牌
18,2,18,2,还不错  还不错的
26.6,3,26.6,3,宝贝不错，和我预想的效果一样，有需要还会再来，谢谢！
12,1,12,1,效果不错，用了后确实不痒了
13.4,1,13.4,1,还没用过 希望不会过敏
0,0,0,0,。
0.32,0,0.32,0,刚用了两次，还不知道有没有效果。
23,2,23,2,味道还不错，效果等用时间长才知道，买了两块，送了木架和起泡，不错
9,1,9,1,还不错
0,0,0,0,。。。。。
16,2,16,2,不错，有效
0,0,0,0,还没有使用
9,1,9,1,用过之后过来评价，不过味道挺不错
6,1,6,1,好
18,2,18,2,包装还不错，刚开始感觉还不错，后来感觉就是洗衣用的味道
0,0,0,0,还没用，用过孩该牌子的！
-2.8,0,-2.8,0,快递太差，物流太慢了，东西还好，就是贵了点
16.3,2,16.3,2,效果相当好啊，第一次用就有很明显的感觉，很舒服，用完会上瘾！
9,1,9,1,不错
12.6,1,12.6,1,挺好的，以后还会再来，推荐购买试试！
0,0,0,0,第二次购买
9,1,9,1,效果好
2.5,0,2.5,0,特价时候买的，效果挺好，不过原价太贵，不会照原价回购
0,0,0,0,用了一次，没什么感觉，再用了在评价。
11,1,11,1,还没用，期待效果
1.8,0,1.8,0,用了几天了，有点效果
17,2,17,2,用着不错，有股药材的香味
-3,0,-3,0,感觉效果不明显
0,0,0,0,jjggcccgbb
9,1,9,1,药味可大   不错
0,0,0,0,试试回来评价
-8,-1,-8,-1,貌似有一丢丢用，可惜有点贵
0,0,0,0,正在用
9,1,9,1,用了两次感觉近可以，好评吧。
0,0,0,0,还可以
7.7,1,7.7,1,比较满意
9,1,9,1,好用，味道好
16,2,16,2,不错的商品，但愿洗了有效果
-4,0,-4,0,一般般吧 不值这个价钱！
12,1,12,1,用了一次具体效果还看不出来，习惯好评
12.6,1,6.3,1,秒杀97三件，用起来很不错。用完了还来
0,0,0,0,慢，是补发才收到货的，这个订单没收到货？
-4,0,-4,0,第一次购买，不知道效果如何
11.2,1,11.2,1,洗着很舒服 效果未知
9,1,9,1,不错
-5.4,-1,-5.4,-1,***秒杀价买的，感觉也就一般的肥皂，用了一星期没啥除螨防豆的效果。
75.6,3,75.6,3,很好很好很好很好很好很好很好很好很好
0,0,0,0,感觉还可以
0,0,0,0,2016/3/14
15,1,15,1,背部痘痘√植物除螨√控油止痒√健康祛痘 季德胜百部提取香皂除螨手工皂固体沐浴露 100g
18,2,18,2,好好好
0,0,0,0,刚用了一次，还没感觉很明显，再用试试
60,3,60,3,好好好好好好好好好好
-4,0,-2,0,不知道质量效果怎么样。第一次买
8,1,8,1,洗澡蛮舒服
-7.2,-1,-7.2,-1,用用几天，好像也就那样，没感觉特别的效果
0,0,0,0,秒杀的
9,1,9,1,用了蛮长时间，感觉不错。
-3,0,-3,0,一般
-4.8,0,-1.6,0,当时没注意看评论，原来那么多人跟我一样。用完真的没效果，感觉越洗豆越多。真不知道那些喊着有用的，卖家给了几块钱你刷一单，来坑我们
3.6,0,1.8,0,秒杀时买的，价格还算合适。用了几次，暂时还没有效果。
18,2,18,2,效果不错，用了之后皮肤更好了
16,2,16,2,不错的东西好用，效果凑合
12,1,12,1,洗了皮肤特别的好
8,1,8,1,但愿有效果吧，我满脸的油脂和粉刺，效果好的话，一定再来
19.6,2,19.6,2,一直再用这款药皂，味道很好闻，很喜欢
0,0,0,0,没什么作用
4.4,0,4.4,0,性价比高，物流快！！！
16.61,2,5.54,1,味道比较清淡！用了两次感觉比较清爽！除螨效果还有待观察！
30.8,3,6.16,1,不错哦！包装也完好！够快够省！还没开始使用！应该不错滴！
4,0,4,0,东西没有想象中的大，适用中
0,0,0,0,刚用，过后追评。
-7,-1,-7,-1,不怎么样，好贵的价格
0.2,0,0.2,0,便宜不好货，好货不便宜
13.2,1,13.2,1,泡沫很丰富，好……
0,0,0,0,刚开始用
24,2,24,2,还好，有用，用着不错不错
0,0,0,0,感觉整个人都白了。
12,1,12,1,还不错，效果还是有一点的
0,0,0,0,用着还可以
9,1,9,1,看上去不错，用了再评
-4.8,0,-4.8,0,就是不实用
26.6,3,26.6,3,很好用，味道不错，效果也不错。
0,0,0,0,。
0,0,0,0,用着感觉还是很可以的！
0,0,0,0,还可以，感觉有用。。
29.6,3,29.6,3,用起来很不错，赞一个，好评不解释
0,0,0,0,………………
12.4,1,12.4,1,味道很好闻，泡沫丰富，还有送的肥皂架
1.8,0,1.8,0,有点效果，就是太小块了，就用了一个多月。
0,0,0,0,用了好像没作用！
11.4,1,11.4,1,货已收到 东西很好 味道淡香
-4,0,-4,0,垃圾
13.5,1,13.5,1,非常不错，用起来还可以！
-7.2,-1,-7.2,-1,不好用，不值钱的东西
4,0,4,0,好用，已经买了几次了
9,1,9,1,东西到了，感觉不错
75.53,3,75.53,3,实事求是确实是很好很好很好很好很好
6,1,6,1,好大一股药味，还没用用完在追评。
14,1,14,1,背上起了很多痘，朋友说是螨虫，用这个希望有效果吧
8.4,1,8.4,1,打折时买的，味道很好
3,0,3,0,正在使用，有初步的效果。
4.6,0,4.6,0,先用着吧，也不是一天两天能起效果的，希望会给力吧
9,1,9,1,感觉还不错
0,0,0,0,发货的速度太慢了
-2.4,0,-2.4,0,使用了一次，不知效果怎么样，使用一段时间后再来评价
-2.4,0,-2.4,0,用了几天 感觉并没有效果
22.8,2,22.8,2,效果不知道怎么样昨天才到货，味道也很好闻，现在在用，不满意的就是快递，超级慢，我是茂名的，等了6天
54.32,3,27.16,3,不错，很香！用了后～大家都以为我喷了香水～哥很自豪的说是男人味～女孩子就是体香了！
17.4,2,17.4,2,不错，很好。。。。。...........。。。。
22,2,22,2,用了两次，感觉好些了，希望坚持下去能全好
6,1,6,1,好
14.5,1,14.5,1,用后皮肤很舒服，多用几天再看除螨的效果！
-2.4,0,-2.4,0,应该还可以吧，刚用还没看出效果
-6.76,-1,-6.76,-1,太小了就一点还49元太贵。。。。。。。。。
6.6,1,2.2,0,还行！就是贵了点！已经用完一块了！?
16.9,2,8.45,1,还是有效果的，用完之后皮肤瘙痒明显减轻了！可以被我掉垃圾桶了，还得重新再买！
17,2,17,2,昨晚刚刚用上，效果还要时间验证，希望能有效果
26.32,3,26.32,3,香皂还真的很管用的，以前晚上睡之前背部会有洋的感觉，用了这个洗过之后，感觉好多了，很好用。
0,0,0,0,根本没什么用，和普通的一样
0,0,0,0,好像有点用啊，用完再看看
9,1,9,1,东西不错，以后还会来买
9,1,9,1,不错下次还会买
-3,0,-3,0,一般
5.6,1,5.6,1,很快物流，还没用
6,1,6,1,d还行
3,0,3,0,对于我来说效果不是很明显
5.6,1,2.8,0,这是我第二次买了。很好用。
6,1,6,1,还好吧，这个需要长时间才能看出来
14,1,14,1,这款好我喜欢
4,0,4,0,好用。。。。。。。。。。
11,1,11,1,可以，闻着挺香的、看效果吧……
0,0,0,0,ffghvdevfdgbhgg
30,3,30,3,好好好好好
2.4,0,2.4,0,在用，没有广告上的效果
21.8,2,10.9,1,不错，不错，使用起来挺舒服的！就是贵了点
0,0,0,0,还没有用
4,0,4,0,好用。。。。。。。。。
0,0,0,0,好用？？？？？？？？？？？？？？？
6,1,6,1,用了，感觉挺好
12.6,1,12.6,1,感觉很不错，用后再评论吧
0,0,0,0,还没用…
0,0,0,0,还可以
6,1,6,1,还行吧
14,1,14,1,用了两次，希望有效果吧
-1.6,0,-1.6,0,东西收到，不知道有作用不
3,0,3,0,去油效果还可以。
6,1,6,1,用了一块了，感觉还好
6,1,6,1,还行吧
0.4,0,0.4,0,我都不知道该说些什么了，想知道怎么样自己买了去体会吧……
-2,0,-2,0,马马虎虎
0,0,0,0,2016/5/21
-4.4,0,-4.4,0,还在试验中，不知道效果如何！
6,1,6,1,还行吧，都用完了，没感觉有什么作用
9.8,1,9.8,1,给孩子买的，祛痘的，好像管点用，小家伙用着上心，每天早晚洗呀洗的很认真，脸上没那么红了。
26,3,26,3,味道不错，赠品也不错，还没用，不知道效果如何?
6,1,6,1,用了一段时间才评，还挺好的
-3,0,-3,0,买给老爸用，自己也要买
0,0,0,0,还好?
5.15,1,2.58,0,我想说，就是很普通的香皂，*店有售。经过京东卖的这款，暴涨N倍的价格！
0,0,0,0,还没用，，刚收到
8.4,1,8.4,1,很好
-4,0,-4,0,还不知道效果，待验证
31.3,3,31.3,3,用了几天后才评价，非常满意，洗过之后不痒了，有些清香的草药香气，很喜欢。
13,1,13,1,整的挺高大尚
14.3,1,14.3,1,好用需要坚持！
28.5,3,14.25,1,初次效果不错。但要坚持用才行！
8,1,8,1,洗完了挺舒服的
27.6,3,9.2,1,非禅号。非常好 味道也很不错。送人也合适
9,1,9,1,不错
-2.4,0,-2.4,0,感觉没什么效果
9,1,9,1,还没有用，包装不错味道可以，应该会好用吧?
5.6,1,5.6,1,很好用。
15.7,2,7.85,1,刚用待发现效果！不过快递服务态度很好
6,1,6,1,好   用完再买!
16.8,2,16.8,2,很好用很好用很好用说3遍
8,1,8,1,使用中 期待
8,1,8,1,更快就用完了   不过挺好用啊
9,1,9,1,用了很久，感觉还不错。
-2.4,0,-2.4,0,用后也没什么效果，豆子反而越洗越多
0,0,0,0,还可以
-14.2,-1,-14.2,-1,有些贵了点，就是看到图上的螨虫恶心才买的，用了一次感受不到效果，但愿没被欺骗。
19.8,2,19.8,2,用后感觉不错，洗次澡好几天不会感觉皮肤油腻
6,1,6,1,好
26.2,3,26.2,3,使用很好，无刺激，植物精华，我感觉更有效哟?
0,0,0,0,2016/5/21
-5.4,-1,-5.4,-1,一般吧，用了很久才来评价，感觉没什么效果，
17.8,2,8.9,1,很少好的产品。用了几次效果好好
6.4,1,3.2,0,东西收到了，还没有用过不知道好不用，有没有效果。这物流真的太太太太慢了，下单一个星期才到-七天。
14,1,14,1,还没开始使用，希望有效果～
0,0,0,0,过得去
20,2,20,2,东西不错，蛮好闻的，洗澡时蛮舒服的，就是有点贵。
14.5,1,14.5,1,非常满意的一次购物，好用来
-4.6,0,-4.6,0,还不错吧  才用了一天  不知道效果好不好
9,1,9,1,感觉还不错
38.6,3,38.6,3,包装很是豪华，效果也是有，因为自己的背就有豆豆，也一直在用除螨的香皂，这款的效果还是很满意的，就是价格贵了点，有需要的朋友值得入手，不比外国的产品差。
0,0,0,0,还可以吧
0,0,0,0,货已收到。 还没用
-8,-1,-8,-1,整体被邮政速递给拖死了，起码用了一个星期，有史以来最慢物流，没有之一
19.49,2,9.74,1,很好的东西，买了用了，真的很好！赶紧买吧！
-9.5,-1,-9.5,-1,效果不明显，价格太贵啦
24,2,12,1,价格实惠，活动价29，刚开始使用，效果还不错，发货速度快，还用肥皂架和网…还会再来…
0,0,0,0,aaaaaaaaaaaaaaa
-2,0,-2,0,跟上次买的气味不一样，不知道效果是否打折
-7.2,-1,-7.2,-1,感觉没什么特别的效果，好像不值这个钱
-13.6,-1,-13.6,-1,才开始用不知道效果好不好
9,1,9,1,还不错
12,1,6,1,用起来挺好，后背也不痒了。实用性很强
12,1,12,1,好好休息一下
13.72,1,6.86,1,确实很管用。洗脸也有效果
-1,0,-1,0,有效果，用了之后痘痘减少了
6,1,6,1,还好
3,0,1.5,0,感觉跟普通香皂没什么区别...除了价钱贵些！
17.8,2,17.8,2,很不错 送的打泡网 起泡很丰富，味道也还可以，
3,0,1.5,0,好小……………有点贵，
17.9,2,17.9,2,非常不错，都快用完了！
23.16,2,11.58,1,速度很快！效果在试，希望有效果
0,0,0,0,很
-2,0,-2,0,贵，效果还在观察中。
9,1,9,1,用了一下 洗脸效果感觉比洗面奶好
0,0,0,0,。。。。。。。。。
5.6,1,5.6,1,感觉还不错～就不懂长期用下去效果如何
0,0,0,0,，，
15,1,15,1,看上去不错，味道也还行用了后再看吧
21,2,21,2,东西确实不错，只是价格稍微贵了点，不过还是物超所值了
9.9,1,9.9,1,购物选京东，省钱又放心！
62,3,62,3,哈哈哈哈哈哈哈哈哈哈刚好哈哈哈哈
17,2,17,2,用了两次了，效果需要持续观察，香味挺好的
23.6,2,23.6,2,包装挺好，还没用，希望效果好！
0,0,0,0,产品的味道可以，正在使用中。
17,2,17,2,还没有使用，包装还不错，送了个木头架子，挺方便
8,1,8,1,除螨皂已收到，有淡淡的清香，还未使用，用后再来追加评价
13.2,1,6.6,1,很好用，洗完有淡淡的香味，就是有点不耐用。一个人使用一块只能用一个月
23.6,2,23.6,2,没特别使用，回去再好好用用，希望效果很好
0,0,0,0,物流太慢了，实在是等不了
5.5,1,5.5,1,没有图片上的大，还没用不知道效果怎么样
13.8,1,6.9,1,不错的药皂，使用效果不清楚怎么样？搞活动买的，还行吧！
6,1,6,1,还行
6,1,6,1,好
0,0,0,0,没见识到有多大用处
12.6,1,4.2,0,用过了，中药味，很好闻适合油性皮肤。一次买了两块，还送了小礼品。下次再来。
-5.5,-1,-5.5,-1,秒杀还是那么贵
12,1,12,1,特别好我己经买第二次
0,0,0,0,皂一般般，起泡网好用
34,3,17,2,老公^ω^背上有好多小疙瘩。爱出油，希望用后能帮助解决问题。
9,1,9,1,不错
6,1,6,1,好
12.6,1,12.6,1,很不错的东西
5.6,1,5.6,1,很好用
6,1,6,1,质量还行
11,1,11,1,还没有用，希望好用
9,1,9,1,还没用，包装盒味道不错。
0,0,0,0,还可以。
-2.4,0,-2.4,0,没啥效果，真的
-4,0,-4,0,还不知道效果
-2.4,0,-2.4,0,用了没几天，还没看出效果
-2.4,0,-2.4,0,用了一段时间看不出效果
0,0,0,0,试试
12.6,1,12.6,1,很不错的产品
10.8,1,10.8,1,感觉还不错 应该有点效果
0,0,0,0,没啥感觉
0.8,0,0.4,0,一直在用！还没有感觉出来好与坏
0,0,0,0,没有试
0,0,0,0,好?
-3,0,-3,0,感觉一般
10,1,10,1,服务好，物流快
17.8,2,17.8,2,商品不错，是经常使用的牌子，值得购买！
0,0,0,0,挺好用的，洗澡时泡沫很多
12.6,1,12.6,1,用了2次，除螨效果还真不错，就是快递太垃圾了，慢啊！
0,0,0,0,东西还没用过，一周才到，有点慢了。
9,1,9,1,用了一次，还行吧，效果晚点看看。
16,2,16,2,应该有作用，相信牌子，值得买。
0,0,0,0,商家包装也太次了吧 .有人给抠开了
-4,0,-4,0,还没用，不知道效果如何
0,0,0,0,还没用  今晚用用看吧
6,1,6,1,好，洗了两次背上不痒了
12.6,1,12.6,1,很不错，用了很长时间了
6,1,6,1,还好..............
0.32,0,0.32,0,用了几次，也不知道有没有效果，用用看吧！
13.8,1,13.8,1,效果还真不错
-4,0,-4,0,还没见效果，螨虫看不见，不知道多久
6,1,6,1,还行吧
-25.2,-3,-25.2,-3,一次三盒，没买错，困扰背部的恶疾折腾我多年了，看了几次医生都没好，后来不了了之，用了这个几天才来评价的，效果明显是有的，现在不痒了，待下次打折再大量囤货哈…
4,0,4,0,第一次用不知道效果怎么样，期待。
0,0,0,0,还没用…
13.52,1,13.52,1,很好用，泡沫很丰富！
0,0,0,0,老品牌了，主要看看它在护肤的效果，使用中。
0,0,0,0,刚收到，还没有用。
13.6,1,13.6,1,快递速度很快，还没有使用，第一次买，不知道效果怎么样，期待。
36,3,9,1,不错。 不错。不错。不错。
0,0,0,0,为拿京豆豆。
0,0,0,0,刚收到，没用呢，
0,0,0,0,没什么感觉
6.6,1,6.6,1,挺好的！！！！！！！
8.4,1,8.4,1,很好，
0,0,0,0,用过之后身上不再痒
27,3,27,3,非常不错的选择非常不错的选择
30,3,30,3,好啊好啊好啊好啊好啊
-5.45,-1,-5.45,-1,用了两次感觉没介绍的那么好
4,0,4,0,快递不是门对门服务
46.2,3,11.55,1,老品牌！值得信赖！好效果！值得期待！
16,2,8,1,货已收到，香味还可以还有赠品。质得推广！
18,2,18,2,必需品也是值得的购买的
2,0,2,0,感谢卖家送那么多东西，快递不怎么理想哦，下午到刚刚迫不及待就去，洗了一次了，至于效果如何，还有待多洗洗在来评价
